sample_id,n_frac,x1_m,T1_s,a_hat_m_s,a_hat_ok,Y0_m2_s,omega_star_rad_s,fracture_positions_m,mask_design,y_active,alpha_ss,Y_eq_m2_s,log10_Y_over_Y0,fracture_Q_ss_m3_s,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5
181,5,4587.349609375,6.2182745933532715,1475.4412841796875,1,0.00010191304318141192,1.0104386806488037,4587.3496|4602.904|4649.3013|4680.558|4714.0024,1|1|1|1|1,1|1|0|0|1,0.099752165|0.49551442|0.012492366|0.019226082|0.37301496,0.002522796|0.002543791|0.0|0.0|0.0027073966,1.3936523|1.3972516|-6.0082297|-6.0082297|1.4243221,0.0017692209|0.008788526|0.00022156668|0.00034099698|0.0066158553,0.00549835|0.024151571|0.00043626205|0.0009554954|0.019760048,3.851421e-05|0.00019139078|4.828804e-06|7.434252e-06|0.00014406623,79453.24|22119.28|97951320.0|53446948.0|27391.283
182,1,4759.10986328125,6.840681552886963,1391.4139404296875,1,0.00010806755744852126,0.9185028672218323,4759.11,1,1,1.0,0.00014059941,0.11428849,0.013399678,0.012063412,8.004116e-05,265351.8
183,6,4670.53857421875,6.314505577087402,1479.3045654296875,1,0.00010164688865188509,0.9950399398803711,4670.5386|4684.1533|4714.072|4730.3984|4757.682|4773.416,1|1|1|1|1|1,1|1|0|1|1|1,0.08322853|0.06404747|0.013504896|0.47416097|0.22586404|0.13919409,0.0012042517|0.0013326902|0.0|0.001685937|0.0012545|0.0009583683,1.0736232|1.1176351|-6.007094|1.2197473|1.0913765|0.97443837,0.0018723658|0.0014408557|0.00030381535|0.010667049|0.0050811917|0.0031314052,0.0028045874|0.0027799124|0.000997012|0.027378315|0.010536396|0.0035590043,6.0288352e-05|4.6393838e-05|9.816595e-06|0.00034409278|0.00016381472|0.000100929254,166845.45|164976.62|71154320.0|27695.29|77297.31|153331.61
184,5,4825.78271484375,6.638030529022217,1453.980224609375,1,0.00010341729648644105,0.9465435743331909,4825.7827|4842.9966|4881.6406|4905.9253|4950.0,1|1|1|1|1,1|0|1|1|1,0.40588897|0.016176753|0.12987074|0.31819686|0.12986667,0.00030634055|0.0|0.0003247705|0.0004022131|0.00036055618,0.4716114|-6.014593|0.4969835|0.5898631|0.54237986,0.006026596|0.00024019068|0.0019283069|0.004724553|0.0019282465,0.01495012|0.0002344026|0.0032450838|0.015878877|0.0037877145,0.00015297264|6.086333e-06|4.88404e-05|0.00011977864|4.883521e-05,270700.16|77413190.0|789349.4|262930.25|711813.8
185,3,4663.43115234375,6.310985088348389,1477.8773193359375,1,0.00010174505587201566,0.9955949783325195,4663.431|4709.526|4751.385,1|1|1,1|1|1,0.27931803|0.39733502|0.32334694,0.00045044196|0.00052559155|0.0003831503,0.6461256|0.7131352|0.575856,0.0062628775|0.008909059|0.0072500953,0.009989149|0.015253025|0.009002502,8.502153e-05|0.00012096717|9.8451485e-05,176873.36|106651.7|179663.52
186,4,4629.2412109375,6.207759857177734,1491.43701171875,1,0.00010082001972477883,1.0121501684188843,4629.241|4672.1035|4699.7993|4739.939,1|1|1|1,1|1|1|1,0.35982668|0.28914127|0.1710897|0.17994237,0.0010450784|0.001368357|0.0014309194|0.0014484877,1.0156021|1.1326526|1.1520684|1.1573681,0.004934603|0.003965235|0.0023462954|0.0024676996,0.010912003|0.010714574|0.0055957045|0.005763333,0.00015197316|0.00012207424|7.221169e-05|7.59497e-05,96076.76|90658.09|138713.72|130640.83
187,5,4596.45751953125,6.146533966064453,1495.6258544921875,1,0.0001005376543616876,1.0222322940826416,4596.4575|4629.903|4644.6543|4686.2197|4707.472,1|1|1|1|1,1|1|1|1|1,0.2606238|0.2616465|0.21048647|0.15251547|0.11472774,0.0016496358|0.0021266558|0.0020519926|0.0019683884|0.0020745841,1.2150594|1.3253685|1.3098471|1.291782|1.3146023,0.0051399316|0.0051601008|0.0041511403|0.0030078567|0.0022626205,0.011171104|0.01809525|0.012974822|0.0077698347|0.0060073896,0.00015277679|0.00015337343|0.00012337569|8.938746e-05|6.723356e-05,57710.027|44952.164|57256.87|78895.18|92517.49
188,3,4649.275390625,6.543009281158447,1421.142822265625,1,0.00010580689558992162,0.9602898359298706,4649.2754|4689.8677|4733.3047,1|1|1,1|1|1,0.39086053|0.45149854|0.15764095,0.00020163126|0.00024048946|0.0002833791,0.2800441|0.35658225|0.427854,0.0055748043|0.006439678|0.002248417,0.009771801|0.0154896695|0.0033999945,0.00014959363|0.00017278246|6.0123188e-05,444610.66|322771.47|778765.7
189,4,4644.54931640625,6.528024673461914,1422.95703125,1,0.00010567199933575466,0.9624940752983093,4644.5493|4675.2925|4698.157|4741.267,1|1|1|1,1|1|1|1,0.13103092|0.392756|0.19810906|0.27810404,0.00222629|0.0021919394|0.0024023969|0.0018515525,1.3236219|1.3168687|1.3566849|1.2435762,0.0026904256|0.008064362|0.0040677246|0.0057102414,0.005598453|0.022854915|0.011546854|0.011735402,4.0711297e-05|0.000122053505|6.1558174e-05|8.64224e-05,65244.062|28002.18|48650.28|45983.797
190,5,4744.28369140625,6.6358489990234375,1429.89501953125,1,0.00010515926987864077,0.9468547701835632,4744.2837|4786.2207|4832.5654|4871.811|4906.884,1|1|1|1|1,0|1|1|1|1,0.012274804|0.11665573|0.5851947|0.14593072|0.13994403,0.0|0.0003604102|0.00055879174|0.00032492803|0.0003253411,-6.0218477|0.53494966|0.72540253|0.48993975|0.4904915,0.00020681124|0.0019654664|0.009859616|0.0024587044|0.002357838,0.000512388|0.0033814735|0.025867386|0.004430208|0.004374288,5.760759e-06|5.4768643e-05|0.00027544232|6.8553294e-05|6.573711e-05,51674180.0|696762.6|90705.21|622069.94|647745.94
191,3,4782.3408203125,6.52599573135376,1465.6279296875,1,0.00010259541886625811,0.9627933502197266,4782.341|4815.5757|4825.829,1|1|1,1|1|1,0.2142567|0.329233|0.4565103,0.00027155926|0.00023001096|0.00028341144,0.42273682|0.35062078|0.44128954,0.004713963|0.0072436105|0.010043899,0.0043327133|0.0088804085|0.018738499,7.0258764e-05|0.0001080517|0.00014985677,388922.78|299882.16|175607.34
192,2,4715.287109375,6.332253456115723,1489.2919921875,1,0.0001009652332868427,0.9922510981559753,4715.287|4765.114,1|1,1|1,0.6771389|0.32286108,0.0008756538|0.0011527756,0.93816066|1.057573,0.01044702|0.004981158,0.015897967|0.0073234225,0.00012034425|5.7365938e-05,54487.848|84825.195
193,3,4518.212890625,6.750506401062012,1338.6292724609375,1,0.00011232886754442006,0.9307724237442017,4518.213|4560.4863|4574.652,1|1|1,0|1|1,0.038903717|0.74988085|0.21121545,0.0|0.0002161668|0.00028995253,-6.0504913|0.28429782|0.4118357,0.00053294876|0.010272747|0.002893477,0.00029398376|0.030836994|0.008636201,8.96149e-06|0.00017291566|4.857535e-05,58750250.0|225148.8|595190.6
194,1,4640.27880859375,6.217217922210693,1492.71875,1,0.00010073345038108528,1.0106104612350464,4640.279,1,1,1.0,0.0011511676,1.0579648,0.020268496,0.012,0.0005079349,21233.469
195,5,4836.11279296875,6.633233070373535,1458.146484375,1,0.00010312181257177144,0.947228193283081,4836.113|4852.2256|4870.962|4915.8716|4950.0,1|1|1|1|1,1|0|1|1|0,0.46613184|0.013888847|0.19441701|0.3175311|0.008031204,0.009902481|0.0|0.0036984605|0.0061251507|0.0,1.9823935|-6.0133505|1.5546705|1.7737663|-6.0133505,0.0065983892|0.00019660537|0.002752095|0.0044948524|0.00011368674,0.03232479|0.00089452387|0.007846956|0.015663154|0.0007744047,0.00019551157|5.8329992e-06|8.154486e-05|0.00013319014|3.3700812e-06,6743.839|82765340.0|26969.914|14202.07|92724490.0
196,2,4778.208984375,6.793632984161377,1406.6727294921875,1,0.00010689530608942732,0.9248638153076172,4778.209|4796.04,1|1,1|0,0.99239814|0.007601852,8.464519e-05|0.0,-0.101355866|-6.028959,0.020689607|0.00015848411,0.012|0.0009673364,0.0015|8.989131e-06,285478.9|64156750.0
197,2,4752.0830078125,6.722910404205322,1413.6981201171875,1,0.00010636408114805818,0.9345930814743042,4752.083|4794.7607,1|1,1|1,0.46535388|0.5346461,0.00060887594|0.0004911782,0.7577339|0.66444415,0.008261863|0.009492072,0.010015066|0.009268428,7.820556e-05|8.9862755e-05,98972.05|106897.0
198,5,4612.95751953125,6.347167491912842,1453.54833984375,1,0.00010344802285544574,0.9899195432662964,4612.9575|4639.1475|4683.417|4704.981|4742.9814,1|1|1|1|1,1|1|1|1|1,0.19995826|0.09405005|0.34784538|0.25484905|0.10329725,0.00025980308|0.00042775986|0.0003582905|0.00024554005|0.00033625765,0.39992225|0.61647797|0.53951323|0.3754003|0.5119501,0.003214372|0.0015118747|0.005591689|0.004096753|0.0016605254,0.009999667|0.0056258054|0.026879922|0.011443769|0.004918689,0.00010931202|5.1288913e-05|0.00019038162|0.00013952906|5.6363166e-05,598312.3|768535.1|249523.94|496823.06|891169.2
199,1,4799.22021484375,7.0556182861328125,1360.396728515625,1,0.00011053151683881879,0.8905222415924072,4799.22,1,1,1.0,7.537456e-05,-0.16626072,0.013610219,0.008971259,9.409075e-05,487350.3
200,3,4880.4345703125,6.674926280975342,1462.318603515625,1,0.00010282759467372671,0.9413115382194519,4880.4346|4900.7783|4943.568,1|1|1,1|1|1,0.24960221|0.30241644|0.44798133,0.00025137755|0.0002022441|0.00023909379,0.38821697|0.2937664|0.36645877,0.0047202697|0.0057190484|0.00847185,0.006866715|0.0073237657|0.012849829,0.00011044862|0.00013399948|0.00019870115,420741.12|431909.94|246747.06
201,5,4750.22802734375,6.348514080047607,1496.4849853515625,1,0.00010047992691397667,0.9897096157073975,4750.228|4764.299|4811.8877|4824.5923|4853.5547,1|1|1|1|1,1|0|1|1|1,0.10557632|0.001808501|0.14281723|0.13944608|0.61035186,0.0035040341|0.0|0.0056276764|0.0071698674|0.000876895,1.542489|-6.0020795|1.7482498|1.8534318|0.9408683,0.0013742581|2.3540762e-05|0.0018590129|0.0018151315|0.007944783,0.00769337|0.0007247625|0.014851015|0.022722572|0.009422837,8.567373e-05|1.4675726e-06|0.00011597102|0.000113240094|0.0005,72198.33|94624070.0|39259.82|34005.68|71117.945
202,6,4601.59814453125,6.501230239868164,1415.6083984375,1,0.0001062205556081608,0.9664610028266907,4601.598|4650.7505|4690.5386|4705.264|4734.2773|4767.828,1|1|1|1|1|1,0|1|0|1|1|1,0.018500786|0.23118477|0.010706812|0.3385697|0.1600451|0.24099283,0.0|0.0016814688|0.0|0.002149823|0.001305449|0.0018039146,-6.0262084|1.1994803|-6.0262084|1.3061942|1.0895514|1.2300074,0.00025596799|0.003198561|0.0001481343|0.0046842876|0.002214307|0.0033342608,0.0003561933|0.011430706|0.00038006122|0.020474209|0.0049313097|0.012115257,9.066566e-06|0.000113149545|5.244425e-06|0.00016574767|7.8337755e-05|0.00011796979,51310468.0|90757.88|92100980.0|49056.566|158824.39|81104.77
203,1,4744.64208984375,6.754374980926514,1404.9093017578125,1,0.00010702948202379048,0.9302393198013306,4744.642,1,1,1.0,5.3654727e-05,-0.2998946,0.0178302,0.011584745,0.00010696851,522630.75
204,3,4650.54296875,6.283181667327881,1480.314697265625,1,0.0001015775342239067,1.0000005960464478,4650.543|4691.6753|4733.5957,1|1|1,1|1|1,0.1239899|0.5743288|0.30168134,0.00070839823|0.0005453532|0.00044583823,0.8434799|0.7298803|0.6423797,0.0025136473|0.011643366|0.0061159856,0.002523411|0.016807621|0.006639203,2.9001954e-05|0.0001344245|7.059229e-05,256571.02|78660.19|182537.73
205,4,4661.6982421875,6.671196460723877,1397.5599365234375,1,0.00010759232100099325,0.9418378472328186,4661.698|4696.2417|4715.3794|4749.068,1|1|1|1,1|1|1|1,0.6307947|0.23465805|0.041472487|0.09307473,0.00010340731|0.0015961074|0.0013954423|0.0010276089,-0.017229645|1.1712809|1.1129307|0.9800466,0.010301929|0.003832357|0.0006773148|0.0015200656,0.005|0.0292377|0.0033776003|0.0057135755,0.0005|0.000176202|3.1107927e-05|6.985354e-05,469100.72|81465.13|391394.22|307945.03
206,2,4772.43701171875,6.568062782287598,1453.22509765625,1,0.0001034710367093794,0.956626832485199,4772.437|4797.691,1|1,1|1,0.7204168|0.2795832,0.00015624108|0.0013559674,0.17897667|1.1174304,0.013121816|0.0050923848,0.005|0.017766453,0.0005|0.00018863539,243606.25|71945.1
207,5,4810.31005859375,6.466169357299805,1487.839111328125,1,0.00010106382251251489,0.9717013239860535,4810.31|4836.9004|4859.9873|4908.761|4925.758,1|1|1|1|1,1|1|1|1|1,0.34032106|0.07326421|0.086033516|0.249549|0.2508322,0.0023569777|0.0020921235|0.002236535|0.00191934|0.0016334025,1.3677597|1.3159916|1.34498|1.2785562|1.2084975,0.0047256243|0.0010173309|0.0011946426|0.0034651833|0.0034830016,0.027413087|0.004399111|0.0051788725|0.014257257|0.010480077,0.00018148104|3.9047467e-05|4.5856825e-05|0.00013308998|0.00013379032,44535.812|141465.53|136422.4|73704.484|85560.69
208,1,4620.43310546875,6.290152549743652,1469.1005859375,1,0.00010235291119897738,0.9988923668861389,4620.433,1,1,1.0,0.00049042434,0.68047196,0.016099183,0.01389435,9.455924e-05,63248.547
209,5,4660.09619140625,6.431203842163086,1449.2142333984375,1,0.00010375740384915844,0.9769843220710754,4660.096|4694.819|4723.235|4738.4604|4764.3594,1|1|1|1|1,1|1|0|1|1,0.23354425|0.39762416|0.014702536|0.15897566|0.19515337,0.0017781127|0.0023938876|0.0|0.0022958291|0.0019195884,1.2339402|1.3630847|-6.016019|1.3449205|1.267189,0.0038953298|0.0066320505|0.00024522646|0.002651586|0.0032550008,0.010123657|0.025468843|0.00088044954|0.008533996|0.008808793,0.000120499106|0.00020521121|7.600104e-06|8.20159e-05|0.00010069384,69771.98|31198.686|77894340.0|75342.125|75817.14
210,5,4814.90185546875,6.559814453125,1467.9993896484375,1,0.00010242968710372224,0.9578297138214111,4814.902|4837.587|4873.7456|4903.005|4933.1313,1|1|1|1|1,1|1|1|0|1,0.10426854|0.41629636|0.104834974|0.013481886|0.36111823,0.00030857278|0.0002911695|0.00031105554|0.0|0.0002579066,0.4789319|0.45372018|0.48241228|-6.010426|0.40103677,0.0013793237|0.0055070054|0.0013868167|0.00017834606|0.0047770776,0.0033300908|0.017102161|0.0034771534|0.0002563916|0.020375615,5.5311433e-05|0.00022215449|5.56205e-05|7.1494896e-06|0.00019269774,1163613.2|311723.28|1148842.5|50081544.0|405759.1
211,1,4626.966796875,6.850119590759277,1350.9156494140625,1,0.00011130725033581257,0.9172373414039612,4626.967,1,1,1.0,0.00036680387,0.51791054,0.02052138,0.008242791,0.0007565454,66262.03
212,1,4845.9248046875,6.631982326507568,1461.3804931640625,1,0.0001028936094371602,0.9474068284034729,4845.925,1,1,1.0,0.0013081492,1.1042689,0.019350074,0.012,0.0010445161,19482.152
213,5,4544.21044921875,6.4031782150268555,1419.36083984375,1,0.00010593973274808377,0.981260359287262,4544.2104|4588.157|4605.7827|4648.6377|4661.801,1|1|1|1|1,1|1|1|1|1,0.20134546|0.1711049|0.31256485|0.25188747|0.06309733,0.000998863|0.0011092073|0.0011866844|0.0011828773|0.0016053168,0.97444713|1.0199538|1.0492764|1.0478809|1.1805019,0.0035258648|0.0029963066|0.005473485|0.0044109323|0.0011049301,0.0122420015|0.012764375|0.020930372|0.019265855|0.0038140735,7.542026e-05|6.409166e-05|0.00011710722|9.436518e-05|2.3629671e-05,140981.31|149252.69|76720.62|95452.67|213363.14
214,3,4579.60791015625,6.3731160163879395,1437.1644287109375,1,0.00010462735372129828,0.9858890175819397,4579.608|4617.605|4640.478,1|1|1,1|1|0,0.8952929|0.08192965|0.022777464,0.0017531841|0.004707427|0.0,1.2241824|1.6531384|-6.019645,0.019212296|0.0017581471|0.00048878684,0.012|0.009561849|0.002658633,0.0015|0.00013512431|3.755671e-05,14500.069|31718.021|49150.85
215,6,4787.515625,6.44926643371582,1484.6697998046875,1,0.00010127956193173304,0.9742480516433716,4787.5156|4833.5|4847.8706|4882.7847|4926.763|4950.0,1|1|1|1|1|1,1|1|0|1|1|1,0.06994082|0.113362126|0.010253393|0.08611108|0.12416196|0.5961706,0.0003458433|0.00021953881|0.0|0.000258144|0.00019037671|0.00027970836,0.5333577|0.33598968|-6.005522|0.4063404|0.27409223|0.44118378,0.0010565174|0.0017124341|0.00015488647|0.0013007832|0.001875575|0.009005679,0.0051736007|0.0062916405|0.0002858927|0.0035636858|0.005664414|0.041252904,4.2066964e-05|6.8332294e-05|6.1686756e-06|5.186104e-05|7.493442e-05|0.00036307742,1361914.4|1328260.2|57783760.0|1480717.9|1398620.5|198484.47
216,3,4581.98779296875,6.35722017288208,1441.5067138671875,1,0.0001043121810653247,0.9883542060852051,4581.988|4624.424|4648.0376,1|1|1,0|1|1,0.007110702|0.42267454|0.57021475,0.0|0.001299691|0.0011339148,-6.018335|1.0955051|1.0362455,0.00010807555|0.0064242296|0.008666693,0.00031382637|0.014979986|0.016090412,2.0022846e-06|0.00011906449|0.00016066495,56619264.0|59418.258|50618.383
217,2,4802.845703125,6.765167236328125,1419.875,1,0.0001059013738995418,0.9287553429603577,4802.8457|4852.722,1|1,1|1,0.6309203|0.3690797,0.00014426232|0.00019610168,0.13425158|0.2675799,0.009669294|0.0056564044,0.015476571|0.009205532,0.0001849687|0.00010782942,358408.3|450524.47
218,6,4674.916015625,6.495391845703125,1439.4561767578125,1,0.00010446077794767916,0.9673296213150024,4674.916|4688.374|4715.4897|4732.184|4756.04|4797.783,1|1|1|1|1|1,1|1|1|0|1|1,0.17961769|0.08694349|0.26639768|0.005570379|0.22981682|0.23165393,0.0009773456|0.0013475849|0.0013183162|0.0|0.0010963827|0.0007516556,0.9710949|1.1106029|1.1010664|-6.0189533|1.021009|0.8570657,0.0026764849|0.0012955457|0.0039695944|8.300428e-05|0.0034245027|0.0034518775,0.013908469|0.0065895636|0.029138006|0.00084342144|0.018811703|0.012287801,0.00010753958|5.2020034e-05|0.00015954187|3.3335632e-06|0.00013764948|0.00013883432,190126.14|272952.44|95334.21|80258840.0|132684.78|191929.64
219,4,4616.8447265625,6.442831039428711,1433.172607421875,1,0.00010491877037566155,0.9752211570739746,4616.8447|4663.217|4703.0547|4740.3267,1|1|1|1,1|1|0|1,0.07425389|0.69269645|0.011760276|0.2212894,0.00072110817|0.0010096572|0.0|0.000831494,0.8371473|0.98332083|-6.020853|0.899006,0.0009499899|0.008862225|0.0001504587|0.002831134,0.0014957858|0.018840699|0.0004912867|0.0059670033,3.368802e-05|0.00031513427|5.342837e-06|0.00010050297,310047.5|55709.414|96206230.0|207959.75
220,4,4754.6669921875,6.704901695251465,1418.2659912109375,1,0.00010602151451166719,0.937103271484375,4754.667|4767.276|4814.56|4844.627,1|1|1|1,1|1|1|1,0.15998778|0.2308749|0.36593544|0.2432019,0.0013394522|0.0012166648|0.0015995043|0.0010507436,1.1015333|1.059777|1.1785914|0.9961028,0.0028265663|0.004078957|0.006465124|0.004296743,0.0051202206|0.007762803|0.014727808|0.0063815666,6.593363e-05|9.5167205e-05|0.00015086401|0.000100265,120807.82|97846.734|47692.152|107212.07
221,4,4737.94677734375,6.410119533538818,1478.27099609375,1,0.00010171796020586044,0.9801978468894958,4737.947|4787.853|4834.505|4867.9175,1|1|1|1,1|1|1|1,0.34179538|0.2670852|0.2780093|0.113110155,0.00096680806|0.0010483571|0.0010674839|0.0012572744,0.97794265|1.0131116|1.0209638|1.0920324,0.007737294|0.0060460633|0.0062933546|0.0025604984,0.012588621|0.008507309|0.009052357|0.0032909883,0.00016871784|0.0001318178|0.00013721638|5.580012e-05,66426.984|77614.984|73331.53|126290.836
222,1,4659.31494140625,7.022647857666016,1326.939697265625,1,0.00011331842688377947,0.8947031497955322,4659.315,1,1,1.0,0.00021861162,0.2853729,0.018643202,0.0106052,0.00011592839,122615.44
223,3,4545.50146484375,6.301349639892578,1442.707275390625,1,0.00010422537889098749,0.9971174001693726,4545.5015|4572.6226|4583.2593,1|1|1,1|1|1,0.42397484|0.35258168|0.22344348,0.0012812554|0.0014525456|0.0013410454,1.0896623|1.1441563|1.10947,0.0062741907|0.0052176793|0.003306628,0.0121689085|0.011164865|0.0048154355,0.0001437509|0.000119526725|7.573575e-05,61495.71|64828.516|103135.14
224,6,4613.51318359375,6.417350769042969,1437.8248291015625,1,0.00010457930329721421,0.9790933132171631,4613.513|4659.872|4693.6167|4715.592|4752.8833|4792.4893,1|1|1|1|1|1,0|1|1|1|1|1,0.0035067548|0.083519965|0.27794075|0.067093216|0.46892405|0.09901529,0.0|0.0050398214|0.008681863|0.0028458312|0.0015420713|0.0066235852,-6.019446|1.6829695|1.9191672|1.4347634|1.1686587|1.8016474,5.5500735e-05|0.0013218545|0.004398915|0.0010618715|0.007421571|0.001567096,0.0005158727|0.010327749|0.028868496|0.006826297|0.007576332|0.01397367,3.713155e-06|8.850633e-05|0.00029483292|7.115636e-05|0.0005|0.00010504976,56894980.0|34523.95|11709.91|39336.54|41690.598|30099.963
225,1,4535.35595703125,6.689707279205322,1355.920654296875,1,0.00011089639883721247,0.9392316937446594,4535.356,1,1,1.0,8.972046e-05,-0.09202547,0.01525275,0.011351889,0.00011512696,365341.88
226,6,4818.29931640625,6.87691593170166,1401.2965087890625,1,0.00010730542271630839,0.9136632084846497,4818.2993|4840.034|4859.549|4887.25|4922.663|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.1576911|0.069558226|0.30987185|0.18360099|0.12052473|0.1587531,0.0010251577|0.0010954145|0.0013361187|0.0011824945|0.0011073864|0.0010909655,0.9801691|1.0089569|1.0952234|1.0421774|1.0136776|1.0071894,0.0031110523|0.0013722985|0.0061133914|0.0036222225|0.002377805|0.003132004,0.0095330505|0.0025436108|0.021347223|0.012712692|0.0054044505|0.009081811,0.00011277583|4.9718896e-05|0.0002217884|0.00013135362|8.620129e-05|0.00011357313,154566.19|221736.33|60923.387|115508.44|179787.19|143751.5
227,4,4562.49560546875,6.380143642425537,1430.2171630859375,1,0.00010513557936064899,0.9848031401634216,4562.4956|4592.449|4613.989|4631.184,1|1|1|1,0|1|1|1,0.016048769|0.6834898|0.11886021|0.18160123,0.0|0.0024073124|0.0020311363|0.0017594041,-6.0217495|1.3597828|1.2859894|1.2236159,0.00031908287|0.013589199|0.002363188|0.00361061,0.0005724868|0.03210458|0.005272988|0.0071279258,4.4865365e-06|0.0001909489|3.3198845e-05|5.0725517e-05,97058680.0|15195.057|84526.3|73406.195
